CON,CON @ WAS,09/18/2016,W,40,87,35,80,43.8,8,23,34.8,9,18,50.0,14,32,46,26,10,4,2,21,9,
DAL,DAL @ IND,09/18/2016,L,40,60,20,63,31.7,4,18,22.2,16,17,94.1,8,22,30,12,16,4,3,23,-23,
PHO,PHO @ SAN,09/18/2016,W,40,81,31,59,52.5,5,14,35.7,14,17,82.4,9,29,38,18,13,3,3,18,16,
SAN,SAN vs. PHO,09/18/2016,L,40,65,24,69,34.8,5,18,27.8,12,14,85.7,11,19,30,17,8,5,0,18,-16,
WAS,WAS vs. CON,09/18/2016,L,40,78,25,59,42.4,7,18,38.9,21,29,72.4,3,29,32,19,12,5,4,20,-9,
CHI,CHI @ SEA,09/18/2016,L,40,75,33,68,48.5,1,7,14.3,8,9,88.9,4,25,29,19,16,8,6,22,-13,
IND,IND vs. DAL,09/18/2016,W,40,83,33,70,47.1,1,11,9.1,16,17,94.1,12,28,40,25,12,9,4,15,23,
SEA,SEA vs. CHI,09/18/2016,W,40,88,29,68,42.6,11,23,47.8,19,23,82.6,10,25,35,22,12,12,2,12,13,
ATL,ATL @ MIN,09/17/2016,L,40,87,33,68,48.5,7,15,46.7,14,20,70.0,13,19,32,19,16,6,5,25,-8,
MIN,MIN vs. ATL,09/17/2016,W,40,95,35,69,50.7,3,9,33.3,22,33,66.7,12,23,35,24,12,9,6,17,8,
MIN,MIN @ IND,09/16/2016,W,40,82,31,61,50.8,6,9,66.7,14,16,87.5,8,25,33,21,16,12,3,19,7,
LAS,LAS vs. SAN,09/16/2016,W,40,71,27,54,50.0,3,12,25.0,14,15,93.3,8,25,33,18,23,6,1,15,6,
SAN,SAN @ LAS,09/16/2016,L,40,65,26,59,44.1,4,13,30.8,9,11,81.8,2,15,17,14,17,13,3,18,-6,
NYL,NYL @ CHI,09/16/2016,L,40,68,29,69,42.0,1,11,9.1,9,15,60.0,7,25,32,19,19,6,6,14,-24,
CON,CON vs. DAL,09/16/2016,W,40,107,43,68,63.2,7,14,50.0,14,23,60.9,11,32,43,20,14,6,3,18,33,
DAL,DAL @ CON,09/16/2016,L,40,74,25,69,36.2,8,27,29.6,16,19,84.2,8,16,24,16,13,6,2,18,-33,
