WAS,WAS vs. CHA,08/19/1998,L,40,69,26,70,37.1,5,20,25.0,12,20,60.0,15,12,27,19,18,8,3,17,-36,
CHA,CHA @ WAS,08/19/1998,W,40,105,40,64,62.5,8,15,53.3,17,22,77.3,5,30,35,31,13,10,4,19,36,
NYL,NYL @ DET,08/19/1998,L,40,68,25,62,40.3,7,16,43.8,11,14,78.6,10,17,27,16,17,9,4,27,-14,
LAS,LAS @ HOU,08/19/1998,L,40,71,28,58,48.3,10,19,52.6,5,5,100,5,18,23,17,20,5,4,19,-9,
SAC,SAC @ PHO,08/19/1998,L,40,62,23,48,47.9,0,3,0.0,16,24,66.7,11,25,36,6,25,6,3,25,-9,
PHO,PHO vs. SAC,08/19/1998,W,40,71,23,69,33.3,2,11,18.2,23,28,82.1,17,16,33,14,10,13,3,16,9,
HOU,HOU vs. LAS,08/19/1998,W,40,80,27,58,46.6,7,22,31.8,19,21,90.5,9,21,30,20,15,13,0,15,9,
DET,DET vs. NYL,08/19/1998,W,40,82,28,58,48.3,1,4,25.0,25,27,92.6,9,23,32,12,14,7,4,14,14,
WAS,WAS vs. HOU,08/17/1998,L,40,65,25,69,36.2,1,19,5.3,14,19,73.7,13,14,27,10,21,6,4,22,-45,
UTA,UTA vs. PHO,08/17/1998,L,40,64,24,61,39.3,0,3,0.0,16,24,66.7,16,25,41,11,19,7,3,19,-11,
NYL,NYL vs. CLE,08/17/1998,L,40,64,22,52,42.3,2,9,22.2,18,23,78.3,7,12,19,15,18,14,2,18,-6,
CLE,CLE @ NYL,08/17/1998,W,40,70,25,46,54.3,4,8,50.0,16,19,84.2,4,24,28,14,23,8,2,21,6,
PHO,PHO @ UTA,08/17/1998,W,40,75,27,70,38.6,7,19,36.8,14,19,73.7,14,23,37,21,12,10,3,19,11,
HOU,HOU @ WAS,08/17/1998,W,40,110,41,72,56.9,6,19,31.6,22,24,91.7,14,27,41,26,15,16,7,19,45,
SAC,SAC vs. PHO,08/16/1998,L,40,69,29,61,47.5,5,9,55.6,6,19,31.6,14,14,28,21,18,13,4,22,-16,
PHO,PHO @ SAC,08/16/1998,W,40,85,32,63,50.8,5,14,35.7,16,21,76.2,10,21,31,20,17,8,4,19,16,
LAS,LAS vs. DET,08/16/1998,L,40,76,32,73,43.8,3,14,21.4,9,15,60.0,9,25,34,21,12,3,4,25,-1,
DET,DET @ LAS,08/16/1998,W,40,77,27,65,41.5,5,9,55.6,18,21,85.7,7,26,33,19,11,3,2,20,1,
UTA,UTA @ SAC,08/15/1998,L,40,55,23,59,39.0,1,9,11.1,8,14,57.1,9,29,38,19,21,4,5,21,-27,
SAC,SAC vs. UTA,08/15/1998,W,40,82,32,67,47.8,1,6,16.7,17,30,56.7,13,30,43,22,12,12,3,16,27,
CLE,CLE vs. WAS,08/15/1998,W,40,90,33,64,51.6,8,18,44.4,16,22,72.7,11,26,37,28,15,7,1,14,19,
HOU,HOU @ NYL,08/15/1998,L,40,54,19,62,30.6,5,19,26.3,11,12,91.7,10,15,25,5,12,9,1,17,-16,
NYL,NYL vs. HOU,08/15/1998,W,40,70,25,52,48.1,5,13,38.5,15,22,68.2,13,28,41,20,19,10,1,18,16,
WAS,WAS @ CLE,08/15/1998,L,40,71,30,65,46.2,6,20,30.0,5,11,45.5,8,20,28,25,14,11,3,20,-19,
LAS,LAS vs. UTA,08/14/1998,W,40,87,35,69,50.7,2,9,22.2,15,21,71.4,13,30,43,24,19,10,5,18,20,
PHO,PHO vs. DET,08/14/1998,W,40,84,27,58,46.6,7,22,31.8,23,27,85.2,5,19,24,22,16,9,6,23,25,
DET,DET @ PHO,08/14/1998,L,40,59,19,59,32.2,2,12,16.7,19,25,76.0,12,19,31,9,25,7,2,22,-25,
CLE,CLE @ CHA,08/14/1998,W,40,85,27,55,49.1,5,12,41.7,26,28,92.9,7,17,24,16,17,11,2,17,13,
CHA,CHA vs. CLE,08/14/1998,L,40,72,30,69,43.5,5,20,25.0,7,17,41.2,19,19,38,18,22,13,2,26,-13,
UTA,UTA @ LAS,08/14/1998,L,40,67,24,71,33.8,5,17,29.4,14,19,73.7,13,20,33,16,22,7,6,20,-20,
WAS,WAS @ NYL,08/13/1998,L,40,45,18,65,27.7,0,16,0.0,9,15,60.0,11,8,19,7,18,18,0,22,-43,
NYL,NYL vs. WAS,08/13/1998,W,40,88,33,57,57.9,2,6,33.3,20,25,80.0,15,28,43,26,26,11,3,19,43,
CHA,CHA vs. LAS,08/12/1998,L,40,52,18,64,28.1,1,16,6.3,15,22,68.2,9,20,29,12,12,9,3,18,-13,
SAC,SAC @ UTA,08/12/1998,L,40,71,28,76,36.8,3,13,23.1,12,17,70.6,15,20,35,18,12,11,7,20,-10,
LAS,LAS @ CHA,08/12/1998,W,40,65,26,64,40.6,2,8,25.0,11,21,52.4,14,28,42,18,17,7,6,20,13,
UTA,UTA vs. SAC,08/12/1998,W,40,81,30,64,46.9,3,10,30.0,18,28,64.3,14,26,40,19,16,7,11,20,10,
CLE,CLE @ WAS,08/12/1998,W,40,75,24,56,42.9,7,16,43.8,20,28,71.4,4,28,32,18,21,13,4,14,20,
WAS,WAS vs. CLE,08/12/1998,L,40,55,20,58,34.5,3,20,15.0,12,15,80.0,6,29,35,13,27,12,2,26,-20,
NYL,NYL vs. PHO,08/11/1998,W,45,79,28,56,50.0,2,10,20.0,21,31,67.7,11,25,36,20,30,17,3,21,1,
PHO,PHO @ NYL,08/11/1998,L,45,78,29,63,46.0,3,8,37.5,17,22,77.3,6,15,21,18,23,10,0,23,-1,
DET,DET @ SAC,08/11/1998,W,40,50,18,45,40.0,3,7,42.9,11,15,73.3,7,21,28,15,23,5,3,17,9,
SAC,SAC vs. DET,08/11/1998,L,40,41,18,56,32.1,1,10,10.0,4,7,57.1,10,18,28,13,20,8,5,22,-9,
HOU,HOU vs. CHA,08/10/1998,W,40,70,27,68,39.7,7,23,30.4,9,12,75.0,8,23,31,19,11,6,4,17,3,
DET,DET @ UTA,08/10/1998,W,40,77,25,64,39.1,4,10,40.0,23,36,63.9,15,32,47,19,16,4,9,18,4,
PHO,PHO @ CLE,08/10/1998,W,50,82,31,78,39.7,5,15,33.3,15,18,83.3,4,19,23,23,11,12,2,25,2,
CLE,CLE vs. PHO,08/10/1998,L,50,80,33,67,49.3,1,6,16.7,13,21,61.9,14,31,45,24,25,7,5,20,-2,
CHA,CHA @ HOU,08/10/1998,L,40,67,27,63,42.9,3,14,21.4,10,16,62.5,8,25,33,12,9,4,4,15,-3,
UTA,UTA vs. DET,08/10/1998,L,40,73,27,77,35.1,2,12,16.7,17,24,70.8,12,19,31,16,9,9,6,28,-4,
LAS,LAS @ WAS,08/09/1998,L,40,74,28,70,40.0,5,15,33.3,13,18,72.2,14,25,39,18,15,2,3,21,-2,
WAS,WAS vs. LAS,08/09/1998,W,40,76,28,61,45.9,3,11,27.3,17,26,65.4,8,23,31,13,12,9,5,21,2,
NYL,NYL vs. LAS,08/08/1998,W,40,80,32,73,43.8,3,7,42.9,13,20,65.0,16,24,40,26,18,11,3,19,18,
CLE,CLE vs. CHA,08/08/1998,W,40,65,27,65,41.5,3,12,25.0,8,10,80.0,9,19,28,19,13,13,4,10,7,
PHO,PHO vs. UTA,08/08/1998,W,40,68,22,66,33.3,4,19,21.1,20,29,69.0,19,24,43,15,15,9,2,18,6,
CHA,CHA @ CLE,08/08/1998,L,40,58,25,63,39.7,4,14,28.6,4,9,44.4,15,26,41,16,20,9,3,16,-7,
LAS,LAS @ NYL,08/08/1998,L,40,62,24,61,39.3,2,9,22.2,12,17,70.6,9,21,30,10,22,4,8,24,-18,
UTA,UTA @ PHO,08/08/1998,L,40,62,23,49,46.9,1,4,25.0,15,22,68.2,3,20,23,11,17,7,10,24,-6,
SAC,SAC vs. WAS,08/07/1998,W,40,76,26,59,44.1,2,10,20.0,22,28,78.6,9,23,32,19,18,10,4,13,21,
WAS,WAS @ SAC,08/07/1998,L,40,55,22,58,37.9,4,18,22.2,7,14,50.0,10,14,24,18,25,6,6,26,-21,
HOU,HOU @ DET,08/07/1998,W,40,61,22,56,39.3,7,19,36.8,10,13,76.9,5,20,25,7,12,7,1,13,4,
DET,DET vs. HOU,08/07/1998,L,40,57,26,62,41.9,1,12,8.3,4,4,100,10,29,39,17,16,6,4,15,-4,
HOU,HOU vs. PHO,08/06/1998,W,40,75,28,56,50.0,3,10,30.0,16,18,88.9,8,16,24,15,20,13,1,17,11,
PHO,PHO @ HOU,08/06/1998,L,40,64,23,55,41.8,1,16,6.3,17,18,94.4,12,18,30,16,24,7,3,19,-11,
UTA,UTA vs. CLE,08/06/1998,L,40,69,26,56,46.4,2,9,22.2,15,22,68.2,12,22,34,14,16,4,9,17,-10,
CLE,CLE @ UTA,08/06/1998,W,40,79,30,64,46.9,3,13,23.1,16,17,94.1,7,18,25,20,7,7,2,20,10,
